electoral_district,name,voters,color_id,color,terr
179,Тверская область – Заволжский одномандатный избирательный округ,500866,7,#ffa500,"городской округ город Тверь: Заволжский район; городской округ город Торжок; городской округ ЗАТО Озерный; городской округ ЗАТО Солнечный; Андреапольский муниципальный округ; Бельский муниципальный округ; Бологовский муниципальный округ; Вышневолоцкий муниципальный округ; Жарковский муниципальный округ; Западнодвинский муниципальный округ; Зубцовский муниципальный округ; Калининский муниципальный округ: деревни: Аввакумово, Александровка, Андреевское, Андрианово, Аркатово, Баламутово, Батино, Беклемишево, Берглезово, Бойково, Большие Борки, Бор, Букарево, Буявино, Великое Село, Ветлино, Вишняково, Власьево, Волынцево, Гильнево, Глазково, Глинки, Гнильцы, Голобово, Городище, Городня, Горютино, Гостилково, Гудково, Давыдово, Дмитровское, Дмитровское*, Долматово, Доншино, Дорожкино, Дубково, Дубровки, Дуденево, Дьяково, Жданово, Жданово*, Жирносово, Жорновка, Заболотье, Заречье, Зеленец, Змеево, Змеево*, Ивановские Горки, Ивановское, Ивановское*, Иванцево, Игрище, Избрижье, Изворотень, Кадино, Калошино, Кашенцево, Киево, Князево, Князево*, Кобячево, Козино, Копылево, Красная Пресня, Красный Бор, Крутые Горки, Кувшиново, Кумордино, Курово, Кустово, Логуново, Лукино, Лямово, Лясково, Малая Избрижка, Малые Борки, Мельниково, Мермерины, Михеево, Мухино, Мухино*, Мухино-Городище, Нездылово, Никола, Николо-Малица, Новенькое, Новинки, Новое Брянцево, Новое Чопрово, Новосельцы, Новосельцы*, Носово, Олбово, Оритово, Орудово, Осинки, Отмичи, Павловское, Палагино, Пепелышево, Первомайские Горки, Перехожее, Пищалкино, Поддубки, Полупустошь, Полустово, Порожки, Протасово, Пуково, Рагодино, Родионово, Рождество, Романово, Рылово, Савино, Садыково, Сакулино, Сакулино*, Сапково, Секирино, Семеновское, Сергиевское, Слобода, Слободка, Сокол, Софьино, Спирково, Старое Брянцево, Старое Чопрово, Степаньково, Стешево, Стрельниково, Стренево, Сухой Ручей, Тверца, Теребино, Терехово, Трестино, Троица, Трубино, Труд, Тургиново, Тутань, Тухинь, Устье, Федоткино, Фенино, Харитоново, Чадово, Черногубово, Чуприно, Шаблино, Шапкино, Шепелево, Шернево, Ширяково, Шутово, Щекотово, Щербово, Яковлево, Ямок, Ярково, железнодорожные станции: Брянцево, Кулицкая населенные пункты: Кордон, Отдельные дома госпиталя инвалидов Отечественной войны, Отдельные дома санатория Черногубово, поселки: Васильевский Мох, Дмитрово-Черкассы, Заволжский, Загородный, Металлистов, села: Васильевское, Заборовье, Медное, Михайловское; Кувшиновский муниципальный округ; Лихославльский муниципальный округ; Нелидовский муниципальный округ; Оленинский муниципальный округ; Осташковский муниципальный округ; Пеновский муниципальный округ; Ржевский муниципальный округ; Селижаровский муниципальный округ; Спировский муниципальный округ; Старицкий муниципальный округ; Торопецкий муниципальный округ; Фировский муниципальный округ; Торжокский муниципальный район"
180,Томская область – Томский одномандатный избирательный округ,748764,14,#6495ed,
181,Тульская область – Тульский одномандатный избирательный округ,558448,3,#008000,"городской округ город Тула: Привокзальный район, населенные пункты Ленинского района, отнесенные к Привокзальному территориальному округу, Советский район, Центральный район, населенные пункты Ленинского района, отнесенные к Центральному территориальному округу; городской округ Славный; Ефремовский муниципальный округ; Арсеньевский муниципальный район; Белевский муниципальный район; Богородицкий муниципальный район; Воловский муниципальный район; Дубенский муниципальный район; Каменский муниципальный район; Киреевский муниципальный район; Куркинский муниципальный район; Одоевский муниципальный район; Плавский муниципальный район; Суворовский муниципальный район; Тепло-Огаревский муниципальный район; Чернский муниципальный район; Щекинский муниципальный район"
182,Тульская область – Новомосковский одномандатный избирательный округ,571541,5,#b03060,"городской округ город Алексин; городской округ город Донской; городской округ город Новомосковск; городской округ город Тула: Зареченский район, населенные пункты Ленинского района, отнесенные к Зареченскому территориальному округу, Пролетарский район, населенные пункты Ленинского района, отнесенные к Пролетарскому территориальному округу; городской округ рабочий поселок Новогуровский; Веневский муниципальный район; Заокский муниципальный район; Кимовский муниципальный район; Узловский муниципальный район; Ясногорский муниципальный район"
183,Тюменская область – Тюменский одномандатный избирательный округ,552769,4,#00008b,"городской округ город Ишим; городской округ город Тобольск; городской округ город Тюмень: Ленинский административный округ, Центральный административный округ; муниципальный район Абатский район; муниципальный район Аромашевский район; муниципальный район Вагайский район; муниципальный район Викуловский район; муниципальный район Ишимский район; муниципальный район Нижнетавдинский район; муниципальный район Сорокинский район; муниципальный район Тобольский район; муниципальный район Уватский район; муниципальный район Юргинский район; муниципальный район Ярковский район"
184,Тюменская область – Заводоуковский одномандатный избирательный округ,622649,7,#ffa500,"городской округ город Тюмень: Восточный административный округ, Калининский административный округ; городской округ город Ялуторовск; Голышмановский муниципальный округ; Заводоуковский муниципальный округ; муниципальный район Армизонский район; муниципальный район Бердюжский район; муниципальный район Исетский район; муниципальный район Казанский район; муниципальный район Омутинский район; муниципальный район Сладковский район; муниципальный район Тюменский район; муниципальный район Упоровский район; муниципальный район Ялуторовский район"
185,Ульяновская область – Ульяновский одномандатный избирательный округ,467265,7,#ffa500,"городской округ город Димитровград; городской округ город Ульяновск: Заволжский район, Ленинский район; муниципальный район Кузоватовский район; муниципальный район Мелекесский район; муниципальный район Новомалыклинский район; муниципальный район Сенгилеевский район; муниципальный район Старомайнский район; муниципальный район Тереньгульский район; муниципальный район Чердаклинский район"
186,Ульяновская область – Радищевский одномандатный избирательный округ,471380,15,#ee82ee,"городской округ город Новоульяновск; городской округ город Ульяновск: Железнодорожный район, Засвияжский район; муниципальный район Базарносызганский район; муниципальный район Барышский район; муниципальный район Вешкаймский район; муниципальный район Инзенский район; муниципальный район Карсунский район; муниципальный район Майнский район; муниципальный район Николаевский район; муниципальный район Новоспасский район; муниципальный район Павловский район; муниципальный район Радищевский район; муниципальный район Старокулаткинский район; муниципальный район Сурский район; муниципальный район Ульяновский район; муниципальный район Цильнинский район"
187,Херсонская область – Херсонский одномандатный избирательный округ,381319,1,#2f4f4f,
188,Челябинская область – Челябинский одномандатный избирательный округ,502682,8,#ffff00,"Челябинский городской округ: Калининский район, Тракторозаводский район, Центральный район; Пластовский муниципальный округ; Сосновский муниципальный округ; Уйский муниципальный округ; Чебаркульский муниципальный округ"
189,Челябинская область – Металлургический одномандатный избирательный округ,517816,2,#8b4513,"Верхнеуфалейский городской округ; Кыштымский городской округ; Озерский городской округ; Снежинский городской округ; Челябинский городской округ: Курчатовский район, Металлургический район; Каслинский муниципальный округ; Красноармейский муниципальный округ; Кунашакский муниципальный округ Нязепетровский муниципальный округ"
190,Челябинская область – Коркинский одномандатный избирательный округ,514477,9,#7fff00,"Копейский городской округ; Челябинский городской округ: Ленинский район, Советский район; Южноуральский городской округ; Еманжелинский муниципальный округ; Еткульский муниципальный округ; Коркинский муниципальный округ; Октябрьский муниципальный округ; Увельский муниципальный округ"
191,Челябинская область – Магнитогорский одномандатный избирательный округ,540360,10,#00fa9a,Локомотивный городской округ; Магнитогорский городской округ; Троицкий городской округ; Агаповский муниципальный округ; Брединский муниципальный округ; Варненский муниципальный округ; Верхнеуральский муниципальный округ; Карталинский муниципальный округ; Кизильский муниципальный округ; Нагайбакский муниципальный округ; Троицкий муниципальный округ; Чесменский муниципальный округ
192,Челябинская область – Златоустовский одномандатный избирательный округ,502195,10,#00fa9a,Златоустовский городской округ; Карабашский городской округ; Миасский городской округ; Трехгорный городской округ; Усть-Катавский городской округ; Чебаркульский городской округ; Аргаяшский муниципальный округ; Ашинский муниципальный округ; Катав-Ивановский муниципальный округ; Кусинский муниципальный округ; Саткинский муниципальный округ
193,Ярославская область – Ярославский одномандатный избирательный округ,515903,13,#ff00ff,"городской округ город Ярославль: Дзержинский район, Заволжский район, Ленинский район, Фрунзенский район; Даниловский муниципальный округ; Любимский муниципальный округ; Некрасовский муниципальный округ; Первомайский муниципальный округ; Пошехонский муниципальный округ; Рыбинский муниципальный округ: Арефинский сельский округ, Ломовский сельский округ, Назаровский сельский округ, Огарковский сельский округ, Октябрьский сельский округ, Песоченский сельский округ, Шашковский сельский округ; Тутаевский муниципальный округ; Ярославский муниципальный округ: Гавриловский сельский округ, Глебовский сельский округ, Кузнечихинский сельский округ, Левцовский сельский округ, Некрасовский сельский округ, Пестрецовский сельский округ, Рютневский сельский округ, Толбухинский сельский округ, Точищенский сельский округ; рабочий поселок Лесная Поляна"
194,Ярославская область – Ростовский одномандатный избирательный округ,471720,10,#00fa9a,"городской округ город Рыбинск; городской округ город Ярославль: Кировский район, Красноперекопский район; Большесельский муниципальный округ; Борисоглебский муниципальный округ; Брейтовский муниципальный округ; Гаврилов-Ямский муниципальный округ; Мышкинский муниципальный округ; Некоузский муниципальный округ; Переславль-Залесский муниципальный округ; Ростовский муниципальный округ; Рыбинский муниципальный округ: Волжский сельский округ, Глебовский сельский округ, Каменниковский сельский округ, Макаровский сельский округ, Михайловский сельский округ, Николо-Кормский сельский округ, Погорельский сельский округ, Покровский сельский округ, Судоверфский сельский округ, Тихменевский сельский округ; Угличский муниципальный округ; Ярославский муниципальный округ: Бекреневский сельский округ, Ивняковский сельский округ, Карабихский сельский округ, Курбский сельский округ, Лютовский сельский округ, Меленковский сельский округ, Мордвиновский сельский округ, Телегинский сельский округ, Туношенский сельский округ, Ширинский сельский округ"
195,Город Москва – Бабушкинский одномандатный избирательный округ,512442,3,#008000,"Восточный административный округ: муниципальный округ Богородское, муниципальный округ Сокольники; Северо-Восточный административный округ: муниципальный округ Алексеевский, муниципальный округ Бабушкинский, муниципальный округ Бутырский, муниципальный округ Лосиноостровский, муниципальный округ Марфино, муниципальный округ Марьина роща, муниципальный округ Останкинский, муниципальный округ Ростокино, муниципальный округ Свиблово, муниципальный округ Ярославский"
196,Город Москва – Кунцевский одномандатный избирательный округ,449096,10,#00fa9a,"Западный административный округ: муниципальный округ Крылатское, муниципальный округ Кунцево, муниципальный округ Можайский, муниципальный округ Филевский парк, муниципальный округ Фили-Давыдково; Северо-Западный административный округ: муниципальный округ Строгино"
197,Город Москва – Ленинградский одномандатный избирательный округ,508107,4,#00008b,"Северный административный округ: муниципальный округ Аэропорт, муниципальный округ Беговой, муниципальный округ Бескудниковский, муниципальный округ Восточное Дегунино, муниципальный округ Дмитровский, муниципальный округ Западное Дегунино, муниципальный округ Коптево, муниципальный округ Савеловский, муниципальный округ Тимирязевский, муниципальный округ Хорошевский"
198,Город Москва – Люблинский одномандатный избирательный округ,517936,11,#00ffff,"Юго-Восточный административный округ: муниципальный округ Выхино-Жулебино, муниципальный округ Капотня, муниципальный округ Кузьминки, муниципальный округ Люблино, муниципальный округ Марьино"
199,Город Москва – Медведковский одномандатный избирательный округ,472624,13,#ff00ff,"Северо-Восточный административный округ: муниципальный округ Алтуфьевский, муниципальный округ Бибирево, муниципальный округ Лианозово, муниципальный округ Отрадное, муниципальный округ Северное Медведково, муниципальный округ Северный, муниципальный округ Южное Медведково"
200,Город Москва – Нагатинский одномандатный избирательный округ,483113,5,#b03060,"Юго-Восточный административный округ: муниципальный округ Печатники, муниципальный округ Южнопортовый; Южный административный округ: муниципальный округ Даниловский, муниципальный округ Донской, муниципальный округ Москворечье-Сабурово, муниципальный округ Нагатино-Садовники, муниципальный округ Нагатинский затон, муниципальный округ Нагорный, муниципальный округ Чертаново Северное; Юго-Западный административный округ: муниципальный округ Котловка"
201,Город Москва – Новомосковский одномандатный избирательный округ,479653,14,#6495ed,"Новомосковский административный округ: муниципальный округ Внуково, муниципальный округ Коммунарка, муниципальный округ Филимонковский, муниципальный округ Щербинка; Троицкий административный округ: городской округ Троицк, муниципальный округ Бекасово, муниципальный округ Вороново, муниципальный округ Краснопахорский"
202,Город Москва – Орехово-Борисовский одномандатный избирательный округ,509161,12,#0000ff,"Южный административный округ: муниципальный округ Бирюлево Восточное, муниципальный округ Бирюлево Западное, муниципальный округ Братеево, муниципальный округ Зябликово, муниципальный округ Орехово-Борисово Северное, муниципальный округ Орехово-Борисово Южное, муниципальный округ Царицыно"
203,Город Москва – Перовский одномандатный избирательный округ,532589,2,#8b4513,"Восточный административный округ: муниципальный округ Вешняки, муниципальный округ Косино-Ухтомский, муниципальный округ Новогиреево, муниципальный округ Новокосино, муниципальный округ Перово; Юго-Восточный административный округ: муниципальный округ Некрасовка, муниципальный округ Нижегородский, муниципальный округ Рязанский, муниципальный округ Текстильщики"
204,Город Москва – Преображенский одномандатный избирательный округ,462252,6,#ff0000,"Восточный административный округ: муниципальный округ Восточное Измайлово, муниципальный округ Восточный, муниципальный округ Гольяново, муниципальный округ Ивановское, муниципальный округ Измайлово, муниципальный округ Метрогородок, муниципальный округ Преображенское, муниципальный округ Северное Измайлово, муниципальный округ Соколиная гора"
205,Город Москва – Тушинский одномандатный избирательный округ,480745,15,#ee82ee,"Северный административный округ: муниципальный округ Войковский, муниципальный округ Сокол; Северо-Западный административный округ: муниципальный округ Митино, муниципальный округ Покровское-Стрешнево, муниципальный округ Хорошево-Мневники, муниципальный округ Щукино, муниципальный округ Южное Тушино"
206,Город Москва – Ховринский одномандатный избирательный округ,475584,11,#00ffff,"Зеленоградский административный округ: муниципальный округ Крюково, муниципальный округ Матушкино, муниципальный округ Савелки, муниципальный округ Силино, муниципальный округ Старое Крюково; Северный административный округ: муниципальный округ Головинский, муниципальный округ Левобережный, муниципальный округ Молжаниновский, муниципальный округ Ховрино; Северо-Западный административный округ: муниципальный округ Куркино, муниципальный округ Северное Тушино"
207,Город Москва – Центральный одномандатный избирательный округ,478682,1,#2f4f4f,"Центральный административный округ: муниципальный округ Арбат, муниципальный округ Басманный, муниципальный округ Замоскворечье, муниципальный округ Красносельский, муниципальный округ Мещанский, муниципальный округ Пресненский, муниципальный округ Таганский, муниципальный округ Тверской, муниципальный округ Хамовники, муниципальный округ Якиманка; Юго-Восточный административный округ: муниципальный округ Лефортово"
208,Город Москва – Черемушкинский одномандатный избирательный округ,504345,7,#ffa500,"Юго-Западный административный округ: муниципальный округ Академический, муниципальный округ Гагаринский, муниципальный округ Зюзино, муниципальный округ Коньково, муниципальный округ Ломоносовский, муниципальный округ Обручевский, муниципальный округ Теплый Стан, муниципальный округ Черемушки"
209,Город Москва – Чертановский одномандатный избирательный округ,458960,9,#7fff00,"Юго-Западный административный округ: муниципальный округ Северное Бутово, муниципальный округ Южное Бутово, муниципальный округ Ясенево; Южный административный округ: муниципальный округ Чертаново Центральное, муниципальный округ Чертаново Южное"
210,Город Москва – Солнцевский одномандатный избирательный округ,473120,8,#ffff00,"Западный административный округ: муниципальный округ Дорогомилово, муниципальный округ Ново-Переделкино, муниципальный округ Очаково-Матвеевское, муниципальный округ Проспект Вернадского, муниципальный округ Раменки, муниципальный округ Солнцево, муниципальный округ Тропарево-Никулино"
211,Город Санкт-Петербург – Восточный одномандатный избирательный округ,511709,4,#00008b,"Красногвардейский район: муниципальный округ Малая Охта, муниципальный округ Пороховые, Невский район"
212,Город Санкт-Петербург – Западный одномандатный избирательный округ,449087,1,#2f4f4f,Красносельский район; Кронштадтский район; Петродворцовый район
213,Город Санкт-Петербург – Северный одномандатный избирательный округ,501591,5,#b03060,"Выборгский район: муниципальный округ Сампсониевское, муниципальный округ Светлановское, муниципальный округ Шувалово-Озерки, поселок Левашово, поселок Парголово; Калининский район: муниципальный округ Академическое, муниципальный округ Гражданка; Петроградский район; Центральный район: муниципальный округ Литейный округ, муниципальный округ Смольнинское"
214,Город Санкт-Петербург – Северо-Восточный одномандатный избирательный округ,519170,7,#ffa500,"Выборгский район: муниципальный округ N 15, муниципальный округ Сергиевское, муниципальный округ Сосновское; Калининский район: муниципальный округ N 21, муниципальный округ Пискаревка, муниципальный округ Прометей, муниципальный округ Северный, муниципальный округ Финляндский округ; Красногвардейский район: муниципальный округ Большая Охта, муниципальный округ Полюстрово, муниципальный округ Ржевка"
215,Город Санкт-Петербург – Северо-Западный одномандатный избирательный округ,501507,9,#7fff00,Курортный район; Приморский район
216,Город Санкт-Петербург – Центральный одномандатный избирательный округ,439735,10,#00fa9a,Адмиралтейский район: муниципальный округ Адмиралтейский округ. муниципальный округ Екатерингофский. муниципальный округ Коломна; Василеостровский район; Кировский район
217,Город Санкт-Петербург – Юго-Восточный одномандатный избирательный округ,486314,11,#00ffff,"Колпинский район; Фрунзенский район; Центральный район: муниципальный округ N 78, муниципальный округ Владимирский округ, муниципальный округ Дворцовый округ, муниципальный округ Лиговка-Ямская"
218,Город Санкт-Петербург – Южный одномандатный избирательный округ,459042,12,#0000ff,"Адмиралтейский район: муниципальный округ Измайловское, муниципальный округ Семеновский, муниципальный округ Сенной округ; Московский район; Пушкинский район"
219,Город Севастополь – Севастопольский одномандатный избирательный округ,340171,6,#ff0000,
220,Еврейская автономная область – Еврейский одномандатный избирательный округ,118132,12,#0000ff,
221,Ненецкий автономный округ – Ненецкий одномандатный избирательный округ,33992,12,#0000ff,
222,Ханты-Мансийский автономный округ – Югра – Ханты-Мансийский одномандатный избирательный округ,544428,11,#00ffff,"городской округ Когалым; городской округ Нефтеюганск; городской округ Нягань; городской округ Пыть-Ях; городской округ Урай; городской округ Ханты-Мансийск; городской округ Югорск; Белоярский муниципальный район; Березовский муниципальный район; Кондинский муниципальный район; Нефтеюганский муниципальный район; Октябрьский муниципальный район; Советский муниципальный район; Сургутский муниципальный район, за исключением межселенной территории, расположенной в границах узловых точек: узловая точка 1 (координаты 61.2463326, 73.7082529), расположена на восточной границе города Сургута; узловая точка 2 (координаты 61.2830756, 74.8062701), расположена на западной границе Нижневартовского района; узловая точка 3 (координаты 61.2997062, 74.8127533), расположена на западной границе Нижневартовского района; узловая точка 4 (координаты 61.2537738, 73.7022349), расположена на восточной границе города Сургута; Ханты-Мансийский муниципальный район"
223,Ханты-Мансийский автономный округ – Югра – Нижневартовский одномандатный избирательный округ,621885,13,#ff00ff,"городской округ Лангепас; городской округ Мегион; городской округ Нижневартовск; городской округ Покачи; городской округ Радужный; городской округ Сургут; Нижневартовский муниципальный район; Сургутский муниципальный район в части межселенной территории, расположенной в границах узловых точек: узловая точка 1 (координаты 61.2463326, 73.7082529), расположена на восточной границе города Сургута; узловая точка 2 (координаты 61.2830756, 74.8062701), расположена на западной границе Нижневартовского района; узловая точка 3 (координаты 61.2997062, 74.8127533), расположена на западной границе Нижневартовского района; узловая точка 4 (координаты 61.2537738, 73.7022349), расположена на восточной границе города Сургута"
224,Чукотский автономный округ – Чукотский одномандатный избирательный округ,32801,7,#ffa500,
225,Ямало-Ненецкий автономный округ – Ямало-Ненецкий одномандатный избирательный округ,352369,14,#6495ed,
